PartnerId,CustomerId,CustomerName,CustomerDomainName,CustomerCountry,InvoiceNumber,MpnId,Tier2MpnId,OrderId,OrderDate,ProductId,SkuId,AvailabilityId,SkuName,ProductName,ChargeType,UnitPrice,Quantity,Subtotal,TaxTotal,Total,Currency,PriceAdjustmentDescription,PublisherName,PublisherId,SubscriptionDescription,SubscriptionId,ChargeStartDate,ChargeEndDate,TermAndBillingCycle,EffectiveUnitPrice,UnitType,AlternateId,BillableQuantity,BillingFrequency,PricingCurrency,PCToBCExchangeRate,PCToBCExchangeRateDate,MeterDescription,ReservationOrderId,CreditReasonCode,SubscriptionStartDate,SubscriptionEndDate,ReferenceId,ProductQualifiers,PromotionId,ProductCategory
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,64dd5dec-1c6f-49ab-a302-ec313dbd3558,Kah Sheng Agro Sdn Bhd,ksagro.com.my,MY,G144402663,531873,0,hK57_kFAaSEFk3FvwwFDRaK5uOfi9cp21,2026-03-03T20:05:48.531Z,DZH318Z0C5TM,5,DZH318Z09RNQ,Bandwidth Inter-Region - Intra Continent - Asia,Bandwidth Inter-Region,new,0.08,1,0,0,0,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,b969e628-571f-408c-c220-fe9fa435eafa,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,Data Transfer Out (GB),0.068,1 GB,,0.010980675,,USD,1,2026-02-01T00:00:00.000Z,Bandwidth Inter-Region - Intra Continent GB Data Transfer Out - Asia,5a5f8852fbf9be78a1900acc224de9571c41a15ce6164f704cea54cddbf44fca,,,,a4fca51a-b439-42dd-bdf9-8b426340ae70,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,27e5894e-134d-4fd1-bf47-61b27732bdde,Nando’s Chickenland Malaysia Sdn. Bhd.,nandos.my,MY,G144402663,531873,0,GAfHFgfmzfgxvCGwKzDCTJ6Auoyhp91o1,2026-03-03T23:21:08.672Z,DZH318Z0BQJJ,004G,DZH318Z0HWBW,Azure App Service Standard Plan - S1,Azure App Service Standard Plan,new,0.1,1,57.12,0,57.12,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,6e57a6f5-6cb9-4cf0-c086-6af1a9dff778,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,1 App Service Hour,0.085,1 Hour,,672,,USD,1,2026-02-01T00:00:00.000Z,Azure App Service Standard Plan - S1 Hours,4d50263d1752e9ab00d3f7a6a0e1d4efb79a125aa90db3da2452812b647afeb1,,,,b26d337d-29ca-48c5-bf35-e2069132bacd,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,991a1ad4-8f90-41fe-a84f-7881bdbd205c,Blackhem Holdings Sdn Bhd,blackhem.onmicrosoft.com,MY,G144402663,531873,0,myX5px6bnkR6SWTu1UTnTbe4Sy6UZ8GT1,2026-03-03T20:50:46.110Z,DZH318Z0BNZJ,019Z,DZH318XZ0VRG,Blob Storage - Hot LRS - MY West,Blob Storage,new,0.045,1,0.39,0,0.39,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,51a7fe9d-d40a-4862-cff9-4680190e498a,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,10K List and Create Container Operations,0.03825,10K,,10.3436,,USD,1,2026-02-01T00:00:00.000Z,Tiered Block Blob - LRS - 10K List and Create Container Operations - MY West,3880850b7a21ce6b206ea5f892218ab4f9f8919f6bfdea349ff90bc7f6d15e19,,,,cb10ba64-a6e2-4f2a-a8ce-28af6a56ff13,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,85aff40b-e28d-490d-aa71-478a038f38b3,Chin Hin Group,chinhingroup.com,MY,G144402663,531873,0,iAvdkEL0J8ZON4EyDnZ_RIIqj3nlGJUc1,2026-03-03T21:46:11.383Z,DZH318Z0BNZ5,010B,DZH318XZZ0CF,Tables - LRS - MY West,Tables,new,0.00036,1,0,0,0,USD,,Microsoft,,Azure plan,2a3867a2-1512-4633-d5bc-8955305359b3,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,10K Write Operations,0.00036,10K,,1.0633,,USD,1,2026-02-01T00:00:00.000Z,Tables - 10K Write Operations - MY West,9c0b234cae7a500dcc2c61bdc172d43f80cb2ef3c504b990ae58358c6e5d4cfb,,,,c7bdd10c-e142-4bb2-9ec6-d19272e19e4e,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,15167399-5700-43f1-8d4e-5b0d8da22109,Tay & Partners,taypartners.com.my,MY,G144402663,531873,0,f45936222117,2026-02-28T14:29:20.696Z,CFQ7TTC0LDPB,1,CFQ7TTC0V0C7,Microsoft 365 Business Standard,Microsoft 365 Business Standard,new,9.6,2,19.2,0,19.2,USD,"[""Price for given billing period"",""You are getting a discount for being a partner."",""You are getting a price guarantee for your price."",""Price for given term""]",Microsoft Corporation,,,6e914a97-cd55-4653-dfd9-a113da974019,2026-02-28T00:00:00.000Z,2026-03-27T00:00:00.000Z,One-Month commitment for monthly billing,9.6,,f45936222117,2,,USD,1,2026-02-01T00:00:00.000Z,,6e914a97-cd55-4653-dfd9-a113da974019,,2026-02-28T00:00:00.000Z,2026-03-27T00:00:00.000Z,21aad0fc-862c-4c50-99aa-39befb4386c6,[],,OnlineServices
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,f8d71b3b-a1fd-4241-a8ca-6b368e60f7bc,Greatasic Technology Sdn Bhd,greatastic.onmicrosoft.com,MY,G144402663,531873,0,8f90e37d6f87,2026-02-10T08:44:56.959Z,CFQ7TTC0LDPB,1,CFQ7TTC0TH07,Microsoft 365 Business Standard,Microsoft 365 Business Standard,cancelImmediate,8.4,25,-195,0,-195,USD,,Microsoft Corporation,,,8bd26f67-f9d0-47ea-da7f-54919cb135da,2026-02-10T08:44:56.959Z,2026-03-06T00:00:00.000Z,One-Year commitment for monthly/yearly billing,-7.8,,8f90e37d6f87,25,Monthly,USD,1,2026-02-01T00:00:00.000Z,,8bd26f67-f9d0-47ea-da7f-54919cb135da,,2025-12-07T00:00:00.000Z,2026-12-06T00:00:00.000Z,72a9b152-1e90-42ce-aa78-8b7b6ff35554,[],,OnlineServices
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,ae37c543-bae0-4a5d-84a4-6657094c20c9,AscendServ Group,ascendserv.com,MY,G144402663,531873,0,e26a53290034,2026-02-14T05:08:11.447Z,CFQ7TTC0LH18,1,CFQ7TTC0WP9K,Microsoft 365 Business Basic,Microsoft 365 Business Basic,new,2.88,4,11.52,0,11.52,USD,"[""Price for given billing period"",""You are getting a discount for being a partner."",""You are getting a price guarantee for your price."",""Price for given term""]",Microsoft Corporation,,,1f79b383-7984-4334-d41c-e17b14c9d85a,2026-02-14T00:00:00.000Z,2026-03-13T00:00:00.000Z,One-Month commitment for monthly billing,2.88,,e26a53290034,4,,USD,1,2026-02-01T00:00:00.000Z,,1f79b383-7984-4334-d41c-e17b14c9d85a,,2026-02-14T00:00:00.000Z,2026-03-13T00:00:00.000Z,df040a4d-e054-47d7-9628-87c03275d690,[],,OnlineServices
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,27e5894e-134d-4fd1-bf47-61b27732bdde,Nando’s Chickenland Malaysia Sdn. Bhd.,nandos.my,MY,G144402663,531873,0,vHMQTUKdj4fIPjR5w5PVTqfqBxsT-igM1,2026-03-03T23:22:28.673Z,DZH318Z0BNVX,000C,DZH318Z0H0KS,Rtn Preference: MGN - AU East,Rtn Preference: MGN,new,0.12,1,96.36,0,96.36,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,6e57a6f5-6cb9-4cf0-c086-6af1a9dff778,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,Data Transfer Out (GB),0.102,1 GB,,944.7683221,,USD,1,2026-02-01T00:00:00.000Z,Rtn Preference: MGN - Standard GB Data Transfer Out - AU East,0bc1836794d9d401e8956a1fd1c515a9e8b8b426e65820e8971af64a27f9b9f2,,,,3f59697d-5b89-4860-9b1d-bfb18308507e,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,85aff40b-e28d-490d-aa71-478a038f38b3,Chin Hin Group,chinhingroup.com,MY,G144402663,531873,0,wi_WaQYuMUDjy3RncHDHQoONmP-TTL651,2026-03-04T11:54:34.094Z,DZH318Z09R64,2,DZH318Z09HN7,Dataverse - File Capacity,Dataverse,customerCredit,2.4,1,-0.09,0,-0.09,USD,,Microsoft,,Azure plan,2a3867a2-1512-4633-d5bc-8955305359b3,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,Data Stored (GB/Month),0,1 GB/Month,,0.039373144,,USD,1,2026-02-01T00:00:00.000Z,Dataverse - File Capacity Data Stored GB/Month,16d125428e41b6dd6fa5db7b53ace00a5a76edb3f6eecd2c2ce67aceaa9d0abf,Azure Credit,,,bef9bb18-82cf-4a3d-b91e-5c4c7cc6dcae,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,64dd5dec-1c6f-49ab-a302-ec313dbd3558,Kah Sheng Agro Sdn Bhd,ksagro.com.my,MY,G144402663,531873,0,hK57_kFAaSEFk3FvwwFDRaK5uOfi9cp21,2026-03-03T20:05:48.531Z,DZH318Z0BQFX,00CX,DZH318Z0J01C,Microsoft Defender for Servers - Standard P1,Microsoft Defender for Servers,new,0.00672,1,3.83,0,3.83,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,b969e628-571f-408c-c220-fe9fa435eafa,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,1 Node/Hour,0.005712,1/Hour,,672,,USD,1,2026-02-01T00:00:00.000Z,Microsoft Defender for Servers - Standard P1 Node/Hour,f3e0d491f96d444d97a95299877ad25c3bde9177b6d563cd8c0ba2c841a085c4,,,,a4fca51a-b439-42dd-bdf9-8b426340ae70,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,27e5894e-134d-4fd1-bf47-61b27732bdde,Nando’s Chickenland Malaysia Sdn. Bhd.,nandos.my,MY,G144402663,531873,0,cScr5G0DpqSWAk_VJjd7TagDux1c5Q6d1,2026-03-03T17:11:37.609Z,DZH318Z0BP04,00HN,DZH318Z07QFN,Premium SSD Managed Disks - P15 - AP Southeast,Premium SSD Managed Disks,new,38.012142,1,161.54,0,161.54,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,6e57a6f5-6cb9-4cf0-c086-6af1a9dff778,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,1 Disk/Month,32.3103207,1/Month,,4.99968,,USD,1,2026-02-01T00:00:00.000Z,Premium SSD Managed Disks - P15 LRS/Month - AP Southeast,5afae62e65b894dcd97e9238e74b1db799cd39d8c4b482744924a1988750373d,,,,e7982345-16dc-4682-a6ac-c92fb96cbf58,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,27e5894e-134d-4fd1-bf47-61b27732bdde,Nando’s Chickenland Malaysia Sdn. Bhd.,nandos.my,MY,G144402663,531873,0,U7ZUUwszjE_2ohexyCDET556AftOt2NI1,2026-03-03T23:20:56.223Z,DZH318Z0BP05,003W,DZH318Z0VDWX,Backup - Azure VM - AP East,Backup,new,10,1,17.73,0,17.73,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,6e57a6f5-6cb9-4cf0-c086-6af1a9dff778,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,1 Protected Instance/Month,8.5,1/Month,,2.086021505,,USD,1,2026-02-01T00:00:00.000Z,Backup - Azure VM - Protected Instances/Month - AP East,fbe3d4c56b6bf3543ac34d885e279a97c8967310a2f548c4a0921606f16ba01f,,,,5171b761-d398-4a64-8935-33a616786eb8,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,962bd2dc-cb79-4c4a-b80a-d5d826fda7f1,Chin Hin Concrete (KL) Sdn Bhd,chinhinconcrete.com,MY,G144402663,531873,0,FHFtt693LTT56dSzm8XIQZppzMd3wa3L1,2026-03-03T20:33:39.509Z,DZH318Z09R64,1,DZH318Z09HN5,Dataverse - Database Capacity,Dataverse,new,48,1,8.49,0,8.49,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,62569e87-5e2b-4ff7-d8a8-af4ada7bdb8d,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,Data Stored (GB/Month),40.8,1 GB/Month,,0.208145345,,USD,1,2026-02-01T00:00:00.000Z,Dataverse - Database Capacity Data Stored GB/Month,e0bbe6e0e6247dbe34637caf466ff656fc86691e90edd60cde2c1c23f332652a,,,,6ce8c3c1-d11a-4923-bdff-28db1df994f3,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,85aff40b-e28d-490d-aa71-478a038f38b3,Chin Hin Group,chinhingroup.com,MY,G144402663,531873,0,MkPMVIMU6z-z45d1Ums2RayatoQQQwdB1,2026-03-04T14:29:31.699Z,DZH318Z0HHG7,0LHZ,DZH318XXCV76,Azure OpenAI - gpt-4o-0806-Outp-glbl - US East 2,Azure OpenAI,customerCredit,0.01,1,-1.75,0,-1.75,USD,,Microsoft,,Azure plan,2a3867a2-1512-4633-d5bc-8955305359b3,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,1K Tokens,0,1K,,175.454,,USD,1,2026-02-01T00:00:00.000Z,Azure OpenAI - gpt-4o-0806-Outp-glbl 1K Tokens - US East 2,f518dc3a0aa3322ca0e0a2b0a5e690cdb19fd66b3e2f25af455d0b6f0e32a213,Azure Credit,,,a210beaa-c18f-4e2c-98ae-8e4eb5a924ef,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,27e5894e-134d-4fd1-bf47-61b27732bdde,Nando’s Chickenland Malaysia Sdn. Bhd.,nandos.my,MY,G144402663,531873,0,nAOIeOuKVsrCwMZwI8jjQIhB9s3FAbWV1,2026-03-03T23:22:05.854Z,DZH318Z0BQ35,00MR,DZH318XZ5SXZ,Virtual Machines BS Series - B4ms - AP Southeast,Virtual Machines BS Series,new,0.211,1,120.52,0,120.52,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,6e57a6f5-6cb9-4cf0-c086-6af1a9dff778,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,1 Compute Hour,0.17935,1 Hour,,672,,USD,1,2026-02-01T00:00:00.000Z,Virtual Machines BS Series - B4ms Hours - AP Southeast,51c8aac5ad3bef2554b876d2ac9b1ce8a9077c912c72a42ae319d71522f37613,,,,6d120906-25dc-4f22-af67-bdbb65812315,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,365ddd3f-9839-4056-a753-c0c68bfd54a3,Aman Logistik Sdn Bhd,amanlogistik.onmicrosoft.com,MY,G144402663,531873,0,deef0882cd12,2026-02-05T06:18:27.853Z,CFQ7TTC0LDPB,1,CFQ7TTC0TKJK,Microsoft 365 Business Standard,Microsoft 365 Business Standard,new,96,1,95.47,0,95.47,USD,"[""Price for given billing period"",""You are getting a discount for being a partner."",""You are getting a price guarantee for your price."",""Price for given term""]",Microsoft Corporation,,,a9ceb988-e74e-495d-dc90-810e33addab9,2026-02-05T00:00:00.000Z,2027-02-02T00:00:00.000Z,One-Year commitment for monthly/yearly billing,95.47,,deef0882cd12,1,,USD,1,2026-02-01T00:00:00.000Z,,a9ceb988-e74e-495d-dc90-810e33addab9,,2026-02-05T00:00:00.000Z,2027-02-02T00:00:00.000Z,9e5f30a5-c037-4f16-940b-1a8c0c3c6839,[],,OnlineServices
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,27e5894e-134d-4fd1-bf47-61b27732bdde,Nando’s Chickenland Malaysia Sdn. Bhd.,nandos.my,MY,G144402663,531873,0,nAOIeOuKVsrCwMZwI8jjQIhB9s3FAbWV1,2026-03-03T23:22:05.854Z,DZH318Z0BJSN,3,DZH318Z0B2KV,Windows Server Burst - 4 vCPU VM,Windows Server Burst,new,0.016,1,9.13,0,9.13,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,6e57a6f5-6cb9-4cf0-c086-6af1a9dff778,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,1 License Hour,0.0136,1 Hour,,672,,USD,1,2026-02-01T00:00:00.000Z,Windows Server Burst - 4 vCPU VM Hours License,d5359658eea66c3070080a4e6a706457cb2e0c6ec66f79a866d019b66b577975,,,,6d120906-25dc-4f22-af67-bdbb65812315,[],,Azure
ac58a972-b23a-4cf7-a09e-ac384ce8a7ed,e4770029-ee59-4a73-b990-2ef1197621c0,Southeast Dynamics Sdn Bhd,sedynamics365.onmicrosoft.com,MY,G144402663,531873,0,dhSRxghiT7Gnnf_u7bdUQbvEdgfdyRld1,2026-03-03T21:23:10.426Z,DZH318Z0BP0B,004M,DZH318Z0N8FJ,Files - LRS,Files,new,0.0015,1,0,0,0,USD,"[""15% Partner earned credit for services managed""]",Microsoft,,Azure plan,a4ee283f-71f9-4d35-db82-82a6e6612746,2026-02-01T00:00:00.000Z,2026-02-28T23:59:59.000Z,10K Read Operations,0.001275,10K,,0.0564,,USD,1,2026-02-01T00:00:00.000Z,Files - 10K Read Operations,e09255de5bf6f8edae884bdc6defdf88dd73120e0824de13a7db880c916ab839,,,,96f7941b-42e7-4aa3-a430-d891c92f0207,[],,Azure
